Course Code,Name,Description,Prerequisites,Corequisites,Exclusions,Recommended_prep,Distribution,Hours,Delivery Mode
PHL370H5,Issues in Philosophy of Law,"A study of major issues in the philosophy of law such as the nature of law, responsibility and punishment, the obligation to obey the law, and the moral underpinnings of particular areas of law (e.g. criminal, tort, contract).",1.5 credits in PHL,,,PHL271H5orPHL277Y5,Humanities,36L,In Class
PHL374H5,Issues in Normative Ethics,"Normative Ethics concerns general questions about what makes actions right or wrong. Topics include, among others, the plausibility of various ethical theories such as consequentialism, deontology, and virtue ethics, and questions about the moral significance of distinctions such as doing vs allowing and intending vs foreseeing.",1.5 credits in PHL,,PHL375H5orPHL376H1orPHLC05H3orPHLC06H3,PHL275H5orPHL277Y5,Humanities,36L,In Class
PHL388H5,Philosophy of Literature,"This course explores the relationship between literature and philosophy. In addition to examining the historical tension between poets and philosophers, students will study how selected literary works, classic and contemporary, and from Western and non-Western traditions, engage with philosophical questions and ideas. Topics may include love, the soul's journey, death and rebirth, and the conflict between good and evil. The course will also consider philosophical issues related to translation, adaptation, and interpretation.",1.5 credits in PHL,,PHL388H1,,Humanities,36L,In Class
PHL390H5,Special Topics in Philosophy,"A course primarily for Specialists and Majors in Philosophy. Topic to vary from year to year. The contact hours for this course may vary in terms of contact type (L,S,T,P) from year to year, but will be between 24-36 contact hours in total. See the UTM Timetable.",1.5 credits in PHL,,PHL395H5,,Humanities,36S,In Class
PHL410H5,Seminar in 17th and 18th Century Philosophy,Advanced discussion of philosophers and themes in the 17th and 18th century.,(PHL210Y5and 2.5 credits of PHL) or by permission of the Instructor or Department.,,PHL416H5orPHL402H1,,Humanities,36S,In Class
PHL432H5,Seminar in Metaphysics,Advanced topics in metaphysics.,3.5 credits of PHL or by permission of the Instructor or Department.,,PHL430H5,,Humanities,36S,In Class
PHL433H5,Seminar in Epistemology,Advanced topics in epistemology.,3.5 credits of PHL or by permission of the Instructor or Department.,,PHL430H5,,Humanities,36S,In Class
PHL445H5,Metalogic,"A continuation ofPHL345H5, this is a course in the mathematical study of logic, also known as meta-logic. We will investigate and prove theorems about logical systems. Topics covered will include: basic set theory and recursion theory, completeness, compactness, and the Loewenheim-Skolem theorems for first-order logic, and Gödel's incompleteness theorems.",(PHL345H5orMAT309H5) and 1.0 credit in PHL,,PHL348H1andPHL348H5,,Humanities,36L,In Class
PHL447H5,Seminar in Philosophy of Logic,Study of advanced topics in logic or the philosophy of logic.,(PHL345H5and 3.0 credits of PHL) or by permission of the Instructor or Department.,,PHL451H5,,Humanities,36S,In Class
PHL450H5,Seminar in Philosophy of Language,Study of advanced topics in philosophy of language.,(PHL245H5and 3.0 credits of PHL) or by permission of the Instructor or Department.,,PHL451H5,,Humanities,36S,In Class
PHL475H5,Seminar in Moral and Political Philosophy,"Advanced topics in moral, social, or political philosophy.",3.5 credits of PHL or by permission of the Instructor or Department.,,,,Humanities,36S,In Class
PHL495H5,Special Seminar:  Philosophical Problems,A seminar for advanced students in Specialist and Major Programs in Philosophy. Topic to vary from year to year.,3.5 credits of PHL or by permission of the Instructor or Department.,,,,Humanities,36S,In Class
PHL496H5,Individual Studies,"Contact Undergraduate Advisor. Individual study courses are aimed at highly motivated students. They are not intended to duplicate course offerings already available. A student seeking to do an independent course must secure a faculty supervisor. Regular meetings between student and supervisor are required, and the workload should be the same as a fourth-year philosophy seminar.",Permission of Instructor,,,,Humanities,,In Class
PHL497H5,Individual Studies,"Contact Undergraduate Advisor. Individual study courses are aimed at highly motivated students. They are not intended to duplicate course offerings already available. A student seeking to do an independent course must secure a faculty supervisor. Regular meetings between student and supervisor are required, and the workload should be the same as a fourth-year philosophy seminar.",Permission of Instructor,,,,Humanities,,In Class
PHL498Y5,Individual Studies,"Contact Undergraduate Advisor. Individual study courses are aimed at highly motivated students. They are not intended to duplicate course offerings already available. A student seeking to do an independent course must secure a faculty supervisor. Regular meetings between student and supervisor are required, and the workload should be the same as a fourth-year philosophy seminar.",Permission of Instructor,,,,Humanities,,In Class
PHL499Y5,Research Opportunity Program,This course provides a rewarding opportunity for students in their fourth year to undertake relatively advanced work in the research project of a professor in return forPHL499Y5course credit. Participating faculty members post their project descriptions for the following summer and fall/winter sessions in early February and students are invited to apply in early March. SeeExperiential and International Opportunitiesfor more details.,Permission of instructor,,PHL499H5,,Humanities,,In Class
PHY136H5,Physics for Life and Environmental Sciences I,A first-year Physics course for students who do not intend to pursue a Physics or an Astronomy program. This course is focused on providing students with conceptual understanding and problem solving skills through the study of physical phenomenon that include: Forces and Newton’s Laws of Motion; Rotational Dynamics; Simple Harmonic Motion and Waves. Examples relevant for life and environmental sciences are emphasized.,[Grade 12 Advanced Functions (MHF4U) or Grade 12 Calculus & Vectors (MCV4U)] or a minimum grade of 70% inPHY100H5,,PHY131H1orPHY151H1orPHYA10H3orPHYA11H3,Grades 12 Physics (SPH4U) is recommended.,Science,36L/12T/15P,In Class
PHY137H5,Physics for Life and Environmental Sciences II,A second Physics course for students who do not intend to pursue a Physics or an Astronomy program. This course is focused on providing students with conceptual understanding and problem solving skills through the study of physical phenomenon that include: Electric Forces and Fields; Electric Circuits; Magnetic Forces and Field; Optics. Examples relevant for life and environmental sciences are emphasized.,PHY136H5orPHY146H5or a minimum grade of 70% inPHY100H5,,PHY132H1orPHY152H1orPHYA21H3orPHYA22H3,Grade 12 Physics (SPH4U) is recommended.,Science,36L/12T/15P,In Class
PHY147H5,Principles of Physics II,The second physics course for students intending to pursue any of the Physics or Astronomy programs and highly recommended for some of the other programs in the Department of Chemical and Physical Sciences. The concept of a field and its mathematical description in terms of vector calculus will be introduced as a way to provide a description of gravity and electromagnetism. The wave-particle duality will be introduced as way to address issues with the classical view of the behavior of sub-atomic phenomena.,PHY146H5and (MAT135H5orMAT137H5orMAT157H5),MAT136H5orMAT139H5orMAT159H5,PHY132H1orPHY152H1orPHYA21H3orPHYA22H3,,Science,36L/12T/15P,In Class
PHY241H5,Electromagnetism,"This course covers the static properties of electric and magnetic fields using the tools of vector calculus. Topics include electric fields, Gauss' law, electric potential, electric dipole, magnetic fields, Biot-Savart Law, Ampère’s Law, Faraday’s Law, culminating on Maxwell’s equations and electromagnetic waves. Solving Laplace’s equation with simple boundary conditions will accompany the discussion of electric potentials.",[(MAT135H5andMAT136H5) or (MAT137H5andMAT139H5) or (MAT157H5andMAT159H5) orMAT137Y5orMAT157Y5] andMAT232H5andPHY147H5,MAT236H5,PHY250H1orPHY350H1orPHYB21H3orPHYC50H3,,Science,24L/8T/16P,In Class
